VTuber ID,View Count,Title,Publish Time,URL,Thumbnail URL
0641a9c8b9a94994aaa33e0c86fef75b,339778,豪想每天打手槍ㄛ #vtuber #shorts #台V #vtuberclip #vtuber中文 #kuromu,2024-05-18T10:03:37Z,https://www.youtube.com/watch?v=X1kPmYsuoDM,https://i.ytimg.com/vi/X1kPmYsuoDM/mqdefault.jpg
6943bbfc993443d4b3853833b3bb1a66,289866,五秒鐘獲得一天的快樂😎#台灣vtuber vtuber #vtuber #台V #擴散希望 #迷因 #迷因梗圖 #迷因系列 #笑話 #搞笑 #短影片 #shorts,2024-06-01T10:57:24Z,https://www.youtube.com/watch?v=rjd9_3UyWjE,https://i.ytimg.com/vi/rjd9_3UyWjE/mqdefault.jpg
1c5619a4ece046dd8ba68ed343489ca3,287798,台灣主播講一個笑話❗：「中國有言論自由🤣」,2024-05-30T09:20:27Z,https://www.youtube.com/watch?v=Wt3qj9TpHC8,https://i.ytimg.com/vi/Wt3qj9TpHC8/mqdefault.jpg
0641a9c8b9a94994aaa33e0c86fef75b,274277,先說ㄛ我是出口就是出口派ㄉ #vtuber #shorts #台V #vtuberclip #vtuber中文 #kuromu,2024-05-21T09:00:35Z,https://www.youtube.com/watch?v=bkjJocdG52k,https://i.ytimg.com/vi/bkjJocdG52k/mqdefault.jpg
1c5619a4ece046dd8ba68ed343489ca3,264068,【台灣是中國的一個省嗎❓】真正的中國人卻不這麼認為❌,2024-06-12T09:00:54Z,https://www.youtube.com/watch?v=ZVx3tGC78M4,https://i.ytimg.com/vi/ZVx3tGC78M4/mqdefault.jpg
5535c9524eb046c38e172ebfa06b302f,247841,【鳴潮】新手必看開荒指南💥▸不知道新手池和自選如何選？懶人包陣容搭配直接抄！全角色開荒推薦榜！ ▹璐洛洛◃,2024-05-23T13:30:28Z,https://www.youtube.com/watch?v=1ZimKwGuUQI,https://i.ytimg.com/vi/1ZimKwGuUQI/mqdefault.jpg
1c5619a4ece046dd8ba68ed343489ca3,232198,【中國人想~做掉台灣總統❗】卻差點被共產黨先做掉😭 (中共立場不代表本台),2024-05-25T10:22:58Z,https://www.youtube.com/watch?v=I2PCmesfo7k,https://i.ytimg.com/vi/I2PCmesfo7k/mqdefault.jpg
1c5619a4ece046dd8ba68ed343489ca3,215879,【台灣主播說中共歷史❗】8964=坦克車車=空間清場🔥,2024-06-04T09:05:17Z,https://www.youtube.com/watch?v=mEfqoriPzMo,https://i.ytimg.com/vi/mEfqoriPzMo/mqdefault.jpg
824c0c36956f4a73bb3ec479dd8e4da8,207512,【精華】跨太平洋的地震導致主播崩潰 #shorts #台灣Vtubacer​​​​​​ #Vtuber #搞笑 #迷因,2024-05-30T23:45:01Z,https://www.youtube.com/watch?v=T9GnonCwkV8,https://i.ytimg.com/vi/T9GnonCwkV8/mqdefault.jpg
d837e8fda137492c9d77882b98ff863a,204363,注意看，這個Vtuber水蜜桃沒洗就吃下去了。 #台v #vtuber #真理果,2024-05-31T09:30:08Z,https://www.youtube.com/watch?v=UdzqqLt9Aa4,https://i.ytimg.com/vi/UdzqqLt9Aa4/mqdefault.jpg
