VTuber ID,YouTube Subscriber Count,YouTube View Count,YouTube Thumbnail URL,Twitch Follower Count,Twitch Thumbnail URL
007847e77d894f199e1272cf81e02730,,,,681,https://static-cdn.jtvnw.net/jtv_user_pictures/162c2793-8b84-41f1-881f-99f3faedfb87-profile_image-300x300.png
00a208caab334f6daf286ebb92cfd9da,847,11449,https://yt3.ggpht.com/DoYjDrFCFOglRo7vflpPSYlpikrqVclqI1VWauws19EzpmZGd0Xmk_RsrHjlzUygmjmquKRc=s88-c-k-c0x00ffffff-no-rj,350,https://static-cdn.jtvnw.net/jtv_user_pictures/b89b33de-3072-47ca-affd-b691ad1048a0-profile_image-300x300.png
00c158176a504c9bb865b32276e79eb1,4010,118419,https://yt3.ggpht.com/6eJU2rqy1vNsEWek0P5nnD8fZHGzUV9H4QZbG0lp6SCVoWwuhHYLAQqFaD3E9_SLPlnNmnXOpA=s88-c-k-c0x00ffffff-no-rj,,
00d9cb7b0bcd451999f4fd33dd84be6c,743,55779,https://yt3.ggpht.com/6lXYC0Zyi7a-na2QGKzfFPaNSIS6yV4NiodbnqKajdg32UImLB5H1YjocbonnmO63Tz3wG1L=s88-c-k-c0x00ffffff-no-rj,3412,https://static-cdn.jtvnw.net/jtv_user_pictures/d31c0ddd-fb9f-4c09-aa39-4faa0e049f51-profile_image-300x300.png
00ddd14a74df4e2488319ea2ce25770c,387,737,https://yt3.ggpht.com/UVQVt37EpRBevp63KgOfb1dAGEdzfRki-5i-4plfg8P_5GVjoX2eSUGt_gSUwH4ZDSVoc1Oa5w=s88-c-k-c0x00ffffff-no-rj,1192,https://static-cdn.jtvnw.net/jtv_user_pictures/9cd80579-6520-4400-9f70-ea120a5fc9dc-profile_image-300x300.jpeg
00de1290ff0a4edda4db0385a6ba3300,646,19564,https://yt3.ggpht.com/PEqo0VFxk0C2x0UFcMaSuyapL33NMFHzXiq8bTa3pI2DjT7HzGpfTzHglIDO9ir4e6bZ4TX6nSs=s88-c-k-c0x00ffffff-no-rj,1515,https://static-cdn.jtvnw.net/jtv_user_pictures/5b0934ff-5b77-4bbc-bfee-42aa00cff148-profile_image-300x300.png
00ff650864404d0c9ce155ff4a82d804,2650,17626,https://yt3.ggpht.com/xQMP6ntBMMPzLNSNGVkKNtiJCwX_rE9rSuP0iUxaktOwY12TFkXNbuErWl04XpQiPigH_wNrFiM=s88-c-k-c0x00ffffff-no-rj,,
0134d1ae91784122b79954c2c8571aef,169,0,https://yt3.ggpht.com/ytc/AIdro_mW--X7loq8P1S0dLwA4UzXV_CfFfiVGcT3qJjfjwGQd5ZFxL6ST75KAaaOyU1H_96SMOgQog=s88-c-k-c0x00ffffff-no-rj,400,https://static-cdn.jtvnw.net/jtv_user_pictures/aca493b2-d93c-4526-9d05-8ac2a5a82e77-profile_image-300x300.png
0158495d5a2542a98181c2ddd21b90af,5770,0,https://yt3.ggpht.com/lzT4u3Ovljb9j3M5lsw2GtxzTHbYMtd453soBVvQmCbbbrrL6WJO2B2AnddbmNXySmhp1paWSA=s88-c-k-c0x00ffffff-no-rj,,
018244f1ad404c9eaa4ddf747c3bafa0,1360,156481,https://yt3.ggpht.com/YmssEY_p2u8h32RQf5wF78-fg9vT0mhYsvrX_YFKYaaJkzUFwPtKtuqvpC50FUBiPJqPDoZu=s88-c-k-c0x00ffffff-no-rj,,
